لإسم,مجال النشاط,الولاية,الهاتف,الفاكس
النادي الرياضي للصندوق الوطني للتقاعد والحيطة الإجتماعية,رياضية,تونس,,
النادي الرياضي لموظفي السجون والاصلاح,رياضية,تونس,,
النادي الرياضي لسكك الحديد التونسي,رياضية,تونس,,
النادي الرياضي لإدارة الملكية العقارية بتونس,رياضية,تونس,71950377,71950377
النادي الرياضي لوزارة الشؤون الخارجية,رياضية,تونس,71847500,
النادي الرياضي لوزارة الشؤون الإجتماعية,رياضية,تونس,,
النادي الرياضي لوكالة إحياء التراث و التنمية الثقافية,رياضية,تونس,0,0
النادي الرياضي البحري سيدي بوسعيد,رياضية,تونس,71740381,71740381
النادي الرياضي الخلدوني,رياضية,تونس,,
النادي الرياضي القرجاني,رياضية,تونس,,
النادي الرياضي بالوردية,رياضية,تونس,,
النادي الرياضي بالوزارة الأولى,رياضية,تونس,71565400,
النادي العربي للتنس,رياضية,تونس,0,0
النجم الاولمبي لحلق الوادي و الكرم,رياضية,تونس,71737119,71737119
جمعية لاكواريوم,رياضية,تونس,0,0
جمعية مستقبل المرسى,رياضية,تونس,71745777,71745777
جمعية أعمال الأسياد,رياضية,تونس,0,0
جمعية أعوان وزارة التربية للرياضة والثقافة والشغل,رياضية,تونس,,
جمعية أولاد الكايت,رياضية,تونس,,
جمعية منجي بركاتي للتنس,رياضية,تونس,,
جمعية أنونيموس تيم,رياضية,تونس,,
جمعية أكادمية السباحة بالمرسى,رياضية,تونس,,
جمعية أكادمية الفنون الدفاعية بمنوبة,رياضية,تونس,55626570,
جمعية الأمل الرياضي للإقتصاد الوطني,رياضية,تونس,,
جمعية الملعب التونسي,رياضية,تونس,71585222,71517800
جمعية المجذف التونسي,رياضية,تونس,71323387,71323387
جمعية المدينة,رياضية,تونس,,
جمعية اللجنة البرالمبية التونسية,رياضية,تونس,,
جمعية المستقبل الرياضي مونفلوري,رياضية,تونس,,
جمعية المستقبل الرياضي التونسي للسباحة,رياضية,تونس,,
جمعية المستقبل الرياضي بالمرسى,رياضية,تونس,,
جمعية المستقبل الرياضي بابن سينا تونس,رياضية,تونس,22525681,0
جمعية المستقبل الرياضي بحي هلال,رياضية,تونس,,
جمعية المستقبل الرياضي بسيدي حسين,رياضية,تونس,21648432,0
جمعية الأعماق للغوص,رياضية,تونس,0,0
جمعية المنار 88 للثقافة والرياضة,رياضية,تونس,0,0
جمعية المنار الرياضي,رياضية,تونس,,
جمعية المنزه الرياضي,رياضية,تونس,,
جمعية الأكادمية التونسية لمدارس الفنون الدفاعية,رياضية,تونس,,
جمعية الأكادمية الرياضية والتربوية للصم بتونس,رياضية,تونس,,
جمعية الاتحاد الرياضي بالعمران الاعلى,رياضية,تونس,,
جمعية الثمانية الكبرى للبلياردو,رياضية,تونس,,
جمعية البيدق المبارز بالأولمبياد,رياضية,تونس,,
جمعية الترجي الرياضي التونسي,رياضية,تونس,71832119,
جمعية التنشيط الرياضي بالبرطال حيدر,رياضية,تونس,,
جمعية الجامعة التونسية للسيارات,رياضية,تونس,,
جمعية الجامعة التونسية لرياضة اليوزيكان بودو,رياضية,تونس,,
جمعية الرياضة النسائية عجيل,رياضية,تونس,,
جمعية الرؤى الرياضي,رياضية,تونس,,
جمعية السموراوي للكاراتي بتونس,رياضية,تونس,0,0
جمعية الشباب الرياضي بالحرائرية,رياضية,تونس,,
جمعية الشبيبة الرياضية بالمرسى,رياضية,تونس,,
جمعية الشبيبة الرياضية بالبرطال,رياضية,تونس,,
جمعية الشبيبة الرياضية سيدي حسين,رياضية,تونس,54112022,0
جمعية الزيتونة الرياضية,رياضية,تونس,71787097,
جمعية السعيدية للغوص,رياضية,تونس,0,0
جمعية الصولجان بقمرت,رياضية,تونس,,
جمعية الصقر الجوال,رياضية,تونس,,
جمعية العوينة الرياضية لكرة القدم المصغرة,رياضية,تونس,0,0
جمعية الفجر الرياضي,رياضية,تونس,0,0
جمعية الهلال الرياضي بمستشفى المرسى,رياضية,تونس,71765118,71765118
جمعية الهلال الرياضي بحي هلال,رياضية,تونس,,
جمعية الإتحاد التونسي للتاي والمواي التاي والأنشطة التابعة,رياضية,تونس,0,0
جمعية الإتحاد الرياضي للمحامين,رياضية,تونس,,
جمعية الإتحاد الرياضي النسائي لقوات الأمن التونسي,رياضية,تونس,,
جمعية الإتحاد الرياضي بجبل الجلود,رياضية,تونس,71396753,71396753
